target,related,unrelated,relation,context
subject,object,revival,unclassified,[CLS] i went to the internet and did a search on the [MASK] . [SEP]
subject,topic,war,synonym,[CLS] we checked out a book on the [MASK] and read up . [SEP]
subject,object,revival,unclassified,[CLS] we checked out a book on the [MASK] and read up . [SEP]
subject,topic,war,synonym,[CLS] science is her most difficult [MASK] . [SEP]
subject,object,revival,unclassified,[CLS] science is her most difficult [MASK] . [SEP]
subject,topic,war,synonym,[CLS] by the end of the year english was his favorite [MASK] . [SEP]
subject,object,revival,unclassified,[CLS] by the end of the year english was his favorite [MASK] . [SEP]
subject,topic,war,synonym,[CLS] max 's favorite history [MASK] was barbarians . [SEP]
subject,object,revival,unclassified,[CLS] max 's favorite history [MASK] was barbarians . [SEP]
subject,topic,war,synonym,[CLS] her favorite [MASK] is math because she is good at it . [SEP]
subject,object,revival,unclassified,[CLS] her favorite [MASK] is math because she is good at it . [SEP]
subject,topic,war,synonym,[CLS] he decided to look online and buy several books on the [MASK] . [SEP]
subject,object,revival,unclassified,[CLS] he decided to look online and buy several books on the [MASK] . [SEP]
subject,topic,war,synonym,"[CLS] the class was social studies , her least favorite [MASK] . [SEP]"
subject,object,revival,unclassified,"[CLS] the class was social studies , her least favorite [MASK] . [SEP]"
subject,topic,war,synonym,[CLS] mike just laughed and changed the [MASK] . [SEP]
subject,object,revival,unclassified,[CLS] mike just laughed and changed the [MASK] . [SEP]
success,failure,hoop,antonym,[CLS] his ads were him talking about [MASK] while showing off his money . [SEP]
success,achievement,herb,synonym,[CLS] his ads were him talking about [MASK] while showing off his money . [SEP]
success,failure,hoop,antonym,[CLS] ed 's barbecue was a great [MASK] ! [SEP]
success,achievement,herb,synonym,[CLS] ed 's barbecue was a great [MASK] ! [SEP]
success,failure,hoop,antonym,[CLS] sam felt the game was a [MASK] . [SEP]
success,achievement,herb,synonym,[CLS] sam felt the game was a [MASK] . [SEP]
success,failure,hoop,antonym,[CLS] to her amazement the drug was a great [MASK] . [SEP]
success,achievement,herb,synonym,[CLS] to her amazement the drug was a great [MASK] . [SEP]
success,failure,hoop,antonym,[CLS] laura told me her movie night with friends was a big [MASK] . [SEP]
success,achievement,herb,synonym,[CLS] laura told me her movie night with friends was a big [MASK] . [SEP]
success,failure,hoop,antonym,[CLS] the business was a [MASK] . [SEP]
success,achievement,herb,synonym,[CLS] the business was a [MASK] . [SEP]
success,failure,hoop,antonym,"[CLS] after a long night of laughs , we all considered the trip a [MASK] . [SEP]"
success,achievement,herb,synonym,"[CLS] after a long night of laughs , we all considered the trip a [MASK] . [SEP]"
success,failure,hoop,antonym,"[CLS] acting on instinct , i asked her why she felt undeserving of [MASK] . [SEP]"
success,achievement,herb,synonym,"[CLS] acting on instinct , i asked her why she felt undeserving of [MASK] . [SEP]"
success,failure,hoop,antonym,[CLS] i tried a few without [MASK] . [SEP]
success,achievement,herb,synonym,[CLS] i tried a few without [MASK] . [SEP]
success,failure,hoop,antonym,[CLS] jessica was pleased the dinner party was a [MASK] . [SEP]
success,achievement,herb,synonym,[CLS] jessica was pleased the dinner party was a [MASK] . [SEP]
sugar,cane,because,backward phrasal associate,[CLS] he forgot to add the [MASK] . [SEP]
sugar,maple,alligator,unclassified,[CLS] he forgot to add the [MASK] . [SEP]
sugar,cane,because,backward phrasal associate,"[CLS] holding the tape , flour and [MASK] was tricky so i got a basket . [SEP]"
sugar,maple,alligator,unclassified,"[CLS] holding the tape , flour and [MASK] was tricky so i got a basket . [SEP]"
sugar,cane,because,backward phrasal associate,"[CLS] as she was following her recipes , she spilled too much [MASK] . [SEP]"
sugar,maple,alligator,unclassified,"[CLS] as she was following her recipes , she spilled too much [MASK] . [SEP]"
sugar,cane,because,backward phrasal associate,[CLS] she had put salt instead of [MASK] . [SEP]
sugar,maple,alligator,unclassified,[CLS] she had put salt instead of [MASK] . [SEP]
sugar,cane,because,backward phrasal associate,"[CLS] so , she put [MASK] in his tank and slashed his tires . [SEP]"
sugar,maple,alligator,unclassified,"[CLS] so , she put [MASK] in his tank and slashed his tires . [SEP]"
sugar,cane,because,backward phrasal associate,[CLS] she decided to only eat natural sources of [MASK] . [SEP]
sugar,maple,alligator,unclassified,[CLS] she decided to only eat natural sources of [MASK] . [SEP]
sugar,cane,because,backward phrasal associate,[CLS] he realized he ran out of [MASK] . [SEP]
sugar,maple,alligator,unclassified,[CLS] he realized he ran out of [MASK] . [SEP]
sugar,cane,because,backward phrasal associate,[CLS] lulu finally decided on the cinnamon [MASK] and took a massive bite . [SEP]
sugar,maple,alligator,unclassified,[CLS] lulu finally decided on the cinnamon [MASK] and took a massive bite . [SEP]
sugar,cane,because,backward phrasal associate,[CLS] he had them covered in fudge and powdered [MASK] . [SEP]
sugar,maple,alligator,unclassified,[CLS] he had them covered in fudge and powdered [MASK] . [SEP]
sugar,cane,because,backward phrasal associate,[CLS] but he remembered that his doctor told him he had high blood [MASK] . [SEP]
sugar,maple,alligator,unclassified,[CLS] but he remembered that his doctor told him he had high blood [MASK] . [SEP]
summer,spring,evidence,category,[CLS] her [MASK] plans were all washed out ! [SEP]
summer,hotter,force,perceptual property,[CLS] her [MASK] plans were all washed out ! [SEP]
summer,spring,evidence,category,[CLS] gina 's cousin sherry wanted the kids to play outside in the [MASK] . [SEP]
summer,hotter,force,perceptual property,[CLS] gina 's cousin sherry wanted the kids to play outside in the [MASK] . [SEP]
summer,spring,evidence,category,[CLS] it was kate 's [MASK] break . [SEP]
summer,hotter,force,perceptual property,[CLS] it was kate 's [MASK] break . [SEP]
summer,spring,evidence,category,"[CLS] but as the [MASK] ends , joseph knew next year would return . [SEP]"
summer,hotter,force,perceptual property,"[CLS] but as the [MASK] ends , joseph knew next year would return . [SEP]"
summer,spring,evidence,category,[CLS] two friends decided to have a great [MASK] . [SEP]
summer,hotter,force,perceptual property,[CLS] two friends decided to have a great [MASK] . [SEP]
summer,spring,evidence,category,[CLS] dan hope to get even more people to join next [MASK] . [SEP]
summer,hotter,force,perceptual property,[CLS] dan hope to get even more people to join next [MASK] . [SEP]
summer,spring,evidence,category,[CLS] they could n't wait until next [MASK] to play it again ! [SEP]
summer,hotter,force,perceptual property,[CLS] they could n't wait until next [MASK] to play it again ! [SEP]
summer,spring,evidence,category,[CLS] in the hot [MASK] months nothing soothes tam 's thirst like green tea . [SEP]
summer,hotter,force,perceptual property,[CLS] in the hot [MASK] months nothing soothes tam 's thirst like green tea . [SEP]
summer,spring,evidence,category,"[CLS] every [MASK] we vacationed there , we would eat philly cheesesteak . [SEP]"
summer,hotter,force,perceptual property,"[CLS] every [MASK] we vacationed there , we would eat philly cheesesteak . [SEP]"
summer,spring,evidence,category,[CLS] max got accepted into college without taking [MASK] classes . [SEP]
summer,hotter,force,perceptual property,[CLS] max got accepted into college without taking [MASK] classes . [SEP]
sun,rays,illegal,backward phrasal associate,[CLS] even though there was no [MASK] . [SEP]
sun,florida,insight,perceptual property,[CLS] even though there was no [MASK] . [SEP]
sun,rays,illegal,backward phrasal associate,[CLS] the crawford family played in the [MASK] at the beach . [SEP]
sun,florida,insight,perceptual property,[CLS] the crawford family played in the [MASK] at the beach . [SEP]
sun,rays,illegal,backward phrasal associate,[CLS] the [MASK] burnt his back . [SEP]
sun,florida,insight,perceptual property,[CLS] the [MASK] burnt his back . [SEP]
sun,rays,illegal,backward phrasal associate,[CLS] he was soaking in the [MASK] from the sandy beach . [SEP]
sun,florida,insight,perceptual property,[CLS] he was soaking in the [MASK] from the sandy beach . [SEP]
sun,rays,illegal,backward phrasal associate,[CLS] she thinks they 'll enjoy the [MASK] more than the cold . [SEP]
sun,florida,insight,perceptual property,[CLS] she thinks they 'll enjoy the [MASK] more than the cold . [SEP]
sun,rays,illegal,backward phrasal associate,[CLS] i wanted to get some [MASK] . [SEP]
sun,florida,insight,perceptual property,[CLS] i wanted to get some [MASK] . [SEP]
sun,rays,illegal,backward phrasal associate,[CLS] once at the park there were kids yelling and [MASK] glare . [SEP]
sun,florida,insight,perceptual property,[CLS] once at the park there were kids yelling and [MASK] glare . [SEP]
sun,rays,illegal,backward phrasal associate,[CLS] the [MASK] was beaming down on us . [SEP]
sun,florida,insight,perceptual property,[CLS] the [MASK] was beaming down on us . [SEP]
sun,rays,illegal,backward phrasal associate,[CLS] the [MASK] was out and the weather was perfect . [SEP]
sun,florida,insight,perceptual property,[CLS] the [MASK] was out and the weather was perfect . [SEP]
sun,rays,illegal,backward phrasal associate,"[CLS] the [MASK] was bright , the sand hot , the water was cool , it was great . [SEP]"
sun,florida,insight,perceptual property,"[CLS] the [MASK] was bright , the sand hot , the water was cool , it was great . [SEP]"
sunday,easter,discipline,forward phrasal associate,[CLS] the preacher did n't have [MASK] 's speech ready . [SEP]
sunday,palm,stick,forward phrasal associate,[CLS] the preacher did n't have [MASK] 's speech ready . [SEP]
sunday,easter,discipline,forward phrasal associate,[CLS] rachel and timmy wanted to do something on a [MASK] . [SEP]
sunday,palm,stick,forward phrasal associate,[CLS] rachel and timmy wanted to do something on a [MASK] . [SEP]
sunday,easter,discipline,forward phrasal associate,[CLS] the philadelphia eagles opened their 2016 football season on [MASK] . [SEP]
sunday,palm,stick,forward phrasal associate,[CLS] the philadelphia eagles opened their 2016 football season on [MASK] . [SEP]
sunday,easter,discipline,forward phrasal associate,[CLS] my husband got called into work on the [MASK] after thanksgiving . [SEP]
sunday,palm,stick,forward phrasal associate,[CLS] my husband got called into work on the [MASK] after thanksgiving . [SEP]
sunday,easter,discipline,forward phrasal associate,[CLS] marco went to mass every [MASK] with his family . [SEP]
sunday,palm,stick,forward phrasal associate,[CLS] marco went to mass every [MASK] with his family . [SEP]
sunday,easter,discipline,forward phrasal associate,[CLS] the pastor offered to baptize paul the following [MASK] . [SEP]
sunday,palm,stick,forward phrasal associate,[CLS] the pastor offered to baptize paul the following [MASK] . [SEP]
sunday,easter,discipline,forward phrasal associate,[CLS] one [MASK] we realized our brother had been left at church . [SEP]
sunday,palm,stick,forward phrasal associate,[CLS] one [MASK] we realized our brother had been left at church . [SEP]
sunday,easter,discipline,forward phrasal associate,"[CLS] [MASK] night she was ready , prepared for the final exam . [SEP]"
sunday,palm,stick,forward phrasal associate,"[CLS] [MASK] night she was ready , prepared for the final exam . [SEP]"
sunday,easter,discipline,forward phrasal associate,[CLS] next [MASK] bill confessed to stealing the toy . [SEP]
sunday,palm,stick,forward phrasal associate,[CLS] next [MASK] bill confessed to stealing the toy . [SEP]
sunday,easter,discipline,forward phrasal associate,[CLS] but he was a grandfather and he proved it easter [MASK] . [SEP]
sunday,palm,stick,forward phrasal associate,[CLS] but he was a grandfather and he proved it easter [MASK] . [SEP]
superman,hero,paste,script,[CLS] he would call himself [MASK] from then on . [SEP]
superman,courageous,final,functional property,[CLS] he would call himself [MASK] from then on . [SEP]
superman,hero,paste,script,"[CLS] this day , his goal was to ride the [MASK] roller coaster . [SEP]"
superman,courageous,final,functional property,"[CLS] this day , his goal was to ride the [MASK] roller coaster . [SEP]"
superman,hero,paste,script,"[CLS] as [MASK] was his hero , he was elated . [SEP]"
superman,courageous,final,functional property,"[CLS] as [MASK] was his hero , he was elated . [SEP]"
superman,hero,paste,script,[CLS] i no longer believe i can fly as well as [MASK] . [SEP]
superman,courageous,final,functional property,[CLS] i no longer believe i can fly as well as [MASK] . [SEP]
superman,hero,paste,script,[CLS] when he got up there he felt like he was [MASK] . [SEP]
superman,courageous,final,functional property,[CLS] when he got up there he felt like he was [MASK] . [SEP]
superman,hero,paste,script,[CLS] suddenly [MASK] stepped into his room ! [SEP]
superman,courageous,final,functional property,[CLS] suddenly [MASK] stepped into his room ! [SEP]
superman,hero,paste,script,[CLS] kyle thought [MASK] was a ridiculous construct . [SEP]
superman,courageous,final,functional property,[CLS] kyle thought [MASK] was a ridiculous construct . [SEP]
superman,hero,paste,script,[CLS] sam and jimmy were going to dress as [MASK] and batman . [SEP]
superman,courageous,final,functional property,[CLS] sam and jimmy were going to dress as [MASK] and batman . [SEP]
