isolated_context,constraint,category
[CLS] bill 's [MASK] decided to surprise him with tickets for their anniversary . [SEP],0.4080811441,5
[CLS] my [MASK] was expecting her second child in 1989 . [SEP],0.5016975105,6
[CLS] his [MASK] and all of her friends found no problem with tom . [SEP],0.6287506223,7
[CLS] my [MASK] heard a buzzing sound . [SEP],0.7596846223,8
[CLS] james and his new [MASK] became a family and his daughter was happy . [SEP],0.8204139173,9
"[CLS] in 2000 , he had a midlife crisis and left his [MASK] and kids . [SEP]",0.9980549216,10
"[CLS] last summer , a [MASK] cougar was in our suburb . [SEP]",0.0985190161,1
[CLS] they looked at different [MASK] animals with binoculars . [SEP],0.1294383518,2
[CLS] jon noticed a [MASK] hare in his yard one night . [SEP],0.24153,3
[CLS] elsa 's family visited a beach where [MASK] horses lived . [SEP],0.3168481,4
"[CLS] tony loved all animals , and always wanted to bring home [MASK] ones . [SEP]",0.4532063752,5
[CLS] he loved them more than any other [MASK] animal . [SEP],0.5037857,6
[CLS] they were afraid it would be dangerous [MASK] animals . [SEP],0.633072,7
"[CLS] now , ruth even enjoys feeding [MASK] beavers . [SEP]",0.7882453,8
[CLS] i told him we could n't take care of [MASK] kittens . [SEP],0.8655600548,9
[CLS] dan and his mom went to the country to hunt [MASK] poke greens . [SEP],0.9342358,10
[CLS] flora is sure she will [MASK] . [SEP],0.094029963,1
[CLS] denis wanted to [MASK] the race at school . [SEP],0.1530177519,2
[CLS] he did not expect to [MASK] . [SEP],0.215573553,3
[CLS] i gamble on all sorts of things and i rarely ever [MASK] . [SEP],0.3579003215,4
[CLS] he would brag about every [MASK] they made . [SEP],0.435346216,5
[CLS] lynda entered an essay - auction contest to [MASK] a house . [SEP],0.5027758926,6
[CLS] one day he bet his entire mortgage on a horse who was sure to [MASK] . [SEP],0.6949953437,7
[CLS] dunkin donuts in new england gives free coffee if the patriots [MASK] . [SEP],0.7687931657,8
"[CLS] in his third year , he began to [MASK] some races . [SEP]",0.8862805963,9
[CLS] hillary decided to begin campaigning in order to [MASK] the election . [SEP],0.9187497199,10
[CLS] the [MASK] died down . [SEP],0.0996216498,1
"[CLS] at night , the [MASK] chime would play . [SEP]",0.1648924313,2
[CLS] the [MASK] was so strong the tree fell over . [SEP],0.28993126,3
[CLS] she opened it up and scattered them to the [MASK] . [SEP],0.384394154,4
[CLS] the kite caught the [MASK] and went soaring high into sky . [SEP],0.4646638706,5
[CLS] this time he reinforced it for [MASK] . [SEP],0.5859709829,6
[CLS] his sister got [MASK] of it and asked to play a major part . [SEP],0.6247415245,7
[CLS] the [MASK] started to pick up as a storm came in . [SEP],0.7686329782,8
[CLS] the [MASK] blew on her hair . [SEP],0.8775162697,9
[CLS] the beach had a lot of sand and the [MASK] was blowing strongly . [SEP],0.9700631499,10
[CLS] thumbtacks made it easy to secure the fabric above the [MASK] . [SEP],0.0996090099,1
"[CLS] then , he wiped the [MASK] with a squeegee . [SEP]",0.171980232,2
[CLS] gina peeked in a [MASK] . [SEP],0.2358143404,3
[CLS] he sits outside my [MASK] to say hello . [SEP],0.3434940726,4
[CLS] gina 's sister climbed through the [MASK] . [SEP],0.4017140716,5
"[CLS] the lady at the [MASK] handed him his bag , but larry dropped it . [SEP]",0.59398067,6
[CLS] then they realized the wind blew the lamp from the open [MASK] . [SEP],0.6303046942,7
[CLS] she looked outside her [MASK] . [SEP],0.7989735901,8
[CLS] i peaked out my [MASK] and saw a mailman . [SEP],0.8039534688,9
[CLS] she looked out the [MASK] to see a brown shape out of the tarp . [SEP],0.956413269,10
[CLS] jodi wound up winning medals for her interesting [MASK] . [SEP],0.0612764098,1
[CLS] the instructor told him to smell the [MASK] first . [SEP],0.1004422531,2
[CLS] allison was getting some [MASK] out of the fridge . [SEP],0.2058950141,3
[CLS] [MASK] got all over his favorite shirt . [SEP],0.3229044229,4
[CLS] he handed me a bottle of [MASK] to open for us . [SEP],0.4407229871,5
"[CLS] when i brought the bottle of [MASK] , she complained about the long wait . [SEP]",0.507226482,6
"[CLS] he did not have any cheese , or bread or [MASK] to drink . [SEP]",0.6239595562,7
[CLS] kathy was invited to a [MASK] and painting class . [SEP],0.7013603598,8
[CLS] he had a bag of ice on it and drank [MASK] for the rest of the day . [SEP],0.8600295186,9
[CLS] to celebrate he poured himself a glass of red [MASK] . [SEP],0.9714953601,10
[CLS] leo collects it and turns out to be the [MASK] . [SEP],0.0659489501,1
"[CLS] at the ceremony , she nervously waited for them to announce the [MASK] . [SEP]",0.1743531078,2
[CLS] they said they would announce the [MASK] the following day . [SEP],0.2004175335,3
"[CLS] when they announced the [MASK] , john was amazed that it was him ! [SEP]",0.349605985,4
[CLS] the metal worker was declared to be the [MASK] . [SEP],0.4729417115,5
"[CLS] the [MASK] would receive 25,000 dollars as their prize . [SEP]",0.5973383486,6
[CLS] the [MASK] of best director went to dave . [SEP],0.6914349198,7
[CLS] the [MASK] got to take the loser 's pogs . [SEP],0.7315260172,8
[CLS] the [MASK] would receive a gift certificate for pizza hut . [SEP],0.8324638307,9
"[CLS] when the contest was over , i was declared the [MASK] . [SEP]",0.9554741085,10
"[CLS] but , then i realized i missed the [MASK] . [SEP]",0.0330689903,1
[CLS] the power went out at becky 's house during the [MASK] storm . [SEP],0.1045819316,2
[CLS] ian loved [MASK] sports . [SEP],0.2924400941,3
[CLS] kate went to the store to buy a snack on a [MASK] 's afternoon . [SEP],0.3556184396,4
[CLS] she had fallen ill earlier that [MASK] . [SEP],0.4911100268,5
[CLS] kay was stunned to find they stopped selling them until next [MASK] . [SEP],0.5130800009,6
"[CLS] so during [MASK] time , his head was always cold . [SEP]",0.689769268,7
[CLS] she was relieved when it was finally [MASK] break . [SEP],0.702488333,8
[CLS] he decided to wear it out one [MASK] night . [SEP],0.8594911993,9
[CLS] one [MASK] the squirrels started eating all of the bird food . [SEP],0.9218413234,10
[CLS] the [MASK] took a day off in the week . [SEP],0.0590944365,1
"[CLS] one day , a [MASK] came in looking for a specific shirt . [SEP]",0.1895553395,2
[CLS] the [MASK] who read his palm talked him into selling his soul . [SEP],0.2279688194,3
[CLS] he gave his library card to the [MASK] behind the counter . [SEP],0.3635542989,4
[CLS] fatima was the only [MASK] in her family since her mom died . [SEP],0.4047136456,5
[CLS] the cops found the [MASK] . [SEP],0.5362740606,6
"[CLS] an old [MASK] asked them to stop , but they ignored her . [SEP]",0.6962997019,7
[CLS] stacy was a single [MASK] and was feeling lonely . [SEP],0.7278625369,8
[CLS] she lived a rich [MASK] and all because she liked to save her money . [SEP],0.876927942,9
[CLS] it was a little old [MASK] so he felt some relief . [SEP],0.967086941,10
[CLS] he stayed with the [MASK] until help arrived . [SEP],0.0769373607,1
[CLS] jack refused to take the blame and continued to change [MASK] . [SEP],0.1911233589,2
[CLS] the [MASK] was happy to know that nesting osprey were in her backyard . [SEP],0.2294072807,3
[CLS] the two [MASK] had some tea together in the living room . [SEP],0.3469538689,4
[CLS] the two [MASK] did not get along . [SEP],0.4726343751,5
[CLS] he tried to meet [MASK] online through tinder . [SEP],0.5738949478,6
[CLS] but anita was apprehensive because dealers took advantage of [MASK] . [SEP],0.6312471628,7
[CLS] after college she became the first ever [MASK] to be a nba head coach . [SEP],0.7646473348,8
"[CLS] afterwards , mary decided she wanted to help other [MASK] . [SEP]",0.8179539442,9
"[CLS] on her way in , she saw numerous homeless men and [MASK] on the street . [SEP]",0.9791893661,10
[CLS] one evening stevie [MASK] and his guide walked into devon 's office . [SEP],0.0546133518,1
[CLS] she did n't survive and friends [MASK] to this day if it was worth it . [SEP],0.1055541448,2
[CLS] everyone stared in [MASK] and relief as they drove into town . [SEP],0.261906296,3
"[CLS] then , he began to [MASK] why he was writing . [SEP]",0.3821673244,4
"[CLS] now they 're all grown up , and the parents [MASK] why they 're distant . [SEP]",0.456474632,5
[CLS] and she even wrote what she was trying to be so no one would [MASK] . [SEP],0.5167130083,6
[CLS] i used to [MASK] how me and my son 's mother would break up . [SEP],0.6208131015,7
[CLS] joe told everyone stevie [MASK] stole his song . [SEP],0.7721637487,8
[CLS] all the kids in school [MASK] where she is . [SEP],0.8839817047,9
[CLS] daniel began to [MASK] if anyone had ever collected so many magnets . [SEP],0.9812530875,10
[CLS] he had selected the best [MASK] and a great plan . [SEP],0.0725496952,1
[CLS] he sawed the [MASK] into shape . [SEP],0.1309266724,2
[CLS] i gathered grass and [MASK] together into a pile . [SEP],0.2156327553,3
[CLS] he got all the [MASK] and tools he would need . [SEP],0.3329256698,4
[CLS] her [MASK] work was crumbling a little . [SEP],0.4844799936,5
[CLS] harry got a bunch of scrap [MASK] together and started to make one . [SEP],0.5339222103,6
[CLS] i sat it upon the large cherry [MASK] desk . [SEP],0.6720322371,7
"[CLS] he would chop [MASK] for them , repair their sinks , and sing carols . [SEP]",0.7745985091,8
[CLS] bob is carrying a big plank of [MASK] just outside the house 's frame . [SEP],0.8793570697,9
[CLS] jacob 's friend was able to give him scrap [MASK] for free ! [SEP],0.9148770273,10
"[CLS] feeling cocky , joe hardly studied the [MASK] for the finals . [SEP]",0.0988940839,1
[CLS] the coach 's [MASK] fired up the whole team . [SEP],0.1153394356,2
"[CLS] the whole congregation loved it , knew all the [MASK] and sang along . [SEP]",0.2636047602,3
[CLS] we exchanged a few [MASK] . [SEP],0.3796305954,4
[CLS] the toy was damaged and its [MASK] were no longer intelligible . [SEP],0.4688826501,5
"[CLS] after a few hours with her nephew , the parrot spoke new [MASK] . [SEP]",0.5415163338,6
[CLS] most of the [MASK] are normal sentences . [SEP],0.6926610768,7
[CLS] i used big [MASK] and tried to sound smart . [SEP],0.7108034194,8
[CLS] his wife heard his last [MASK] over the phone . [SEP],0.8180339336,9
[CLS] i was at a loss for [MASK] . [SEP],0.9983647168,10
[CLS] this morning i decided to take the subway to [MASK] . [SEP],0.0999383815,1
[CLS] the [MASK] was completed in one day with no messy demolition . [SEP],0.1873849854,2
[CLS] she did not know how to [MASK] it . [SEP],0.2428133935,3
[CLS] mom picked up all of carissa [MASK] from school to be done at home . [SEP],0.3046273887,4
[CLS] [MASK] was slow and he got laid off . [SEP],0.4112515748,5
[CLS] amy had to meet an important deadline at [MASK] . [SEP],0.5831676722,6
[CLS] jared panicked and tried to radio for help but the radio did n't [MASK] . [SEP],0.6468717903,7
[CLS] when i arrived at [MASK] my boss had not even shown up yet . [SEP],0.7826485634,8
[CLS] dennis decides he wants more hours at [MASK] . [SEP],0.8113335669,9
"[CLS] after months of hard [MASK] , she was finally able to pay it off . [SEP]",0.9394890964,10
[CLS] the [MASK] at the course asked if he would want a caddie . [SEP],0.0735034235,1
[CLS] the [MASK] dripped water all over her sub . [SEP],0.1328801475,2
[CLS] the co - [MASK] happily obliged . [SEP],0.255034551,3
[CLS] the co - [MASK] asked where i got the hat from . [SEP],0.3902855963,4
[CLS] theresa was a very hard [MASK] . [SEP],0.471060425,5
[CLS] tim remarked that the co - [MASK] was a king of napkins . [SEP],0.5818901658,6
[CLS] john was a factory [MASK] with three children . [SEP],0.6672315896,7
[CLS] the post office [MASK] asked about the purpose of the stamps . [SEP],0.7764705122,8
[CLS] the front desk [MASK] at the bank gave her some cash . [SEP],0.8094436228,9
"[CLS] when a co - [MASK] provided a ride home , jan did n't invite her in . [SEP]",0.9815971553,10
"[CLS] next , he customized irving 's [MASK] program . [SEP]",0.0447359756,1
[CLS] he had a good [MASK] . [SEP],0.182258822,2
"[CLS] after the [MASK] , i had a healthy fruit snack . [SEP]",0.2562498376,3
[CLS] tim learned sprinting was the best [MASK] . [SEP],0.3777403682,4
[CLS] he gave her a strict diet and a daily [MASK] schedule to follow . [SEP],0.4071069956,5
[CLS] he decides to go [MASK] . [SEP],0.5434811115,6
"[CLS] the man thanked tom , and they are now [MASK] partners . [SEP]",0.6729062498,7
[CLS] he still ended up having a great [MASK] . [SEP],0.7663177252,8
[CLS] ella wanted to track her [MASK] . [SEP],0.8562088907,9
[CLS] jim had to [MASK] from home afterwards . [SEP],0.9751573503,10
[CLS] josh became a [MASK] leader of peace . [SEP],0.0721662883,1
[CLS] wilma decided to apply to work for disney [MASK] . [SEP],0.1585535333,2
[CLS] it was time to watch the [MASK] series . [SEP],0.2092566937,3
[CLS] but then she showed him images of hungry children all over the [MASK] . [SEP],0.3949954361,4
[CLS] sarah had to stay in a hotel when she traveled around the [MASK] . [SEP],0.4780156016,5
[CLS] the family had a wonderful time at disney [MASK] ! [SEP],0.5649873763,6
[CLS] she 's friends with the students she helped from around the [MASK] . [SEP],0.6332774758,7
[CLS] she felt like she was on top of the [MASK] when she made it to the top . [SEP],0.7417449355,8
[CLS] adrian was a high - class pilot who traveled all around the [MASK] . [SEP],0.8517619967,9
[CLS] the parkinson family took a trip to disney [MASK] last month . [SEP],0.9357783794,10
[CLS] so i began to [MASK] . [SEP],0.0744913202,1
[CLS] she had to [MASK] . [SEP],0.154123731,2
[CLS] he had an idea to give her some [MASK] beads to play with . [SEP],0.2321387418,3
[CLS] she started to [MASK] about . [SEP],0.3438970372,4
[CLS] his dad told him not to [MASK] . [SEP],0.4464226216,5
"[CLS] on the way home , he knew there was nothing to [MASK] about anymore . [SEP]",0.5933718383,6
[CLS] the vet told mary the operations are very common and not to [MASK] . [SEP],0.6573087573,7
[CLS] her boss told her not to [MASK] about it . [SEP],0.717890203,8
[CLS] his most common [MASK] was that something would fall on him . [SEP],0.8537274897,9
[CLS] cindy no longer had to [MASK] about any bullies . [SEP],0.9868547618,10
[CLS] they decided to start preparing for the [MASK] . [SEP],0.0799437072,1
[CLS] she called and told her friend kim she was the [MASK] player . [SEP],0.1336935386,2
[CLS] pumpkin was the [MASK] to her . [SEP],0.2378782481,3
[CLS] she had the [MASK] lunches . [SEP],0.3514188901,4
[CLS] yesterday i had the [MASK] plane ride . [SEP],0.4769525677,5
"[CLS] they hooked her up to some monitors , fearing for the [MASK] . [SEP]",0.5964716673,6
"[CLS] i made many mistakes , but my [MASK] was running a red light . [SEP]",0.624325484,7
"[CLS] [MASK] of all , it cracked the foundation . [SEP]",0.72296229,8
"[CLS] fearing the [MASK] , he pulled it out of the bag . [SEP]",0.8633939624,9
[CLS] when he picked her up she saw that he was the [MASK] dressed man ever . [SEP],0.9092626274,10
"[CLS] there was no blood , but there was no skin on the [MASK] . [SEP]",0.0873018429,1
"[CLS] i put it on the [MASK] , sealing it from infection . [SEP]",0.1497373693,2
[CLS] her mother comforted her and cleaned the [MASK] . [SEP],0.2318507433,3
[CLS] zoey had to go to the hospital to clean up her [MASK] . [SEP],0.3396804407,4
[CLS] he [MASK] up at the wrong spot . [SEP],0.4072169065,5
[CLS] tom [MASK] up crying and having to drink a lot . [SEP],0.5441578776,6
[CLS] matt [MASK] up getting into a real fight with his friends . [SEP],0.6904883385,7
[CLS] tod [MASK] up winning thousands of dollars . [SEP],0.7436569929,8
[CLS] he [MASK] up looking it up online . [SEP],0.8910445869,9
[CLS] jake [MASK] up crashing his car and getting arrested . [SEP],0.9109782875,10
[CLS] together they [MASK] them all in a few days . [SEP],0.0936861374,1
"[CLS] therefore , she did n't [MASK] much . [SEP]",0.1386788934,2
[CLS] louise was trying to [MASK] a song . [SEP],0.2496937737,3
[CLS] i had a ten page paper to [MASK] . [SEP],0.3508384824,4
