category,constraint,target,related,unrelated,context,related_context,unrelated_context
open_class,neutral,candle,birthday,joker,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] birthday. the last word of this sentence is [MASK] . [SEP],[CLS] joker. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,candy,chocolate,captive,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] chocolate. the last word of this sentence is [MASK] . [SEP],[CLS] captive. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,candy,tart,bud,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] tart. the last word of this sentence is [MASK] . [SEP],[CLS] bud. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,cans,recycle,cod,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] recycle. the last word of this sentence is [MASK] . [SEP],[CLS] cod. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,cans,cupboard,cake,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] cupboard. the last word of this sentence is [MASK] . [SEP],[CLS] cake. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,car,valve,general,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] valve. the last word of this sentence is [MASK] . [SEP],[CLS] general. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,car,petroleum,dishonest,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] petroleum. the last word of this sentence is [MASK] . [SEP],[CLS] dishonest. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,card,credit,pint,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] credit. the last word of this sentence is [MASK] . [SEP],[CLS] pint. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,card,stamp,stadium,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] stamp. the last word of this sentence is [MASK] . [SEP],[CLS] stadium. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,cards,deal,chipmunk,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] deal. the last word of this sentence is [MASK] . [SEP],[CLS] chipmunk. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,cards,gamble,horn,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] gamble. the last word of this sentence is [MASK] . [SEP],[CLS] horn. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,care,handle,wet,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] handle. the last word of this sentence is [MASK] . [SEP],[CLS] wet. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,care,health,bait,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] health. the last word of this sentence is [MASK] . [SEP],[CLS] bait. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,careful,cautious,democrat,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] cautious. the last word of this sentence is [MASK] . [SEP],[CLS] democrat. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,careful,tactful,cafe,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] tactful. the last word of this sentence is [MASK] . [SEP],[CLS] cafe. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,caring,loving,dignity,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] loving. the last word of this sentence is [MASK] . [SEP],[CLS] dignity. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,caring,giving,brain,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] giving. the last word of this sentence is [MASK] . [SEP],[CLS] brain. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,carpet,rug,whom,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] rug. the last word of this sentence is [MASK] . [SEP],[CLS] whom. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,carpet,plush,fin,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] plush. the last word of this sentence is [MASK] . [SEP],[CLS] fin. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,carrot,celery,pick,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] celery. the last word of this sentence is [MASK] . [SEP],[CLS] pick. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,carrot,turnip,playing,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] turnip. the last word of this sentence is [MASK] . [SEP],[CLS] playing. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,carry,haul,agriculture,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] haul. the last word of this sentence is [MASK] . [SEP],[CLS] agriculture. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,carry,tow,loyalty,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] tow. the last word of this sentence is [MASK] . [SEP],[CLS] loyalty. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,cars,parkway,microwave,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] parkway. the last word of this sentence is [MASK] . [SEP],[CLS] microwave. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,cars,fleet,third,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] fleet. the last word of this sentence is [MASK] . [SEP],[CLS] third. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,cash,money,position,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] money. the last word of this sentence is [MASK] . [SEP],[CLS] position. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,cash,check,throat,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] check. the last word of this sentence is [MASK] . [SEP],[CLS] throat. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,castle,moat,bee,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] moat. the last word of this sentence is [MASK] . [SEP],[CLS] bee. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,castle,sand,possible,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] sand. the last word of this sentence is [MASK] . [SEP],[CLS] possible. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,cat,claw,calendar,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] claw. the last word of this sentence is [MASK] . [SEP],[CLS] calendar. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,cat,rat,desk,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] rat. the last word of this sentence is [MASK] . [SEP],[CLS] desk. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,catholic,protestant,necessary,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] protestant. the last word of this sentence is [MASK] . [SEP],[CLS] necessary. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,catholic,methodist,study,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] methodist. the last word of this sentence is [MASK] . [SEP],[CLS] study. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,cats,litter,roast,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] litter. the last word of this sentence is [MASK] . [SEP],[CLS] roast. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,cats,birds,spinach,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] birds. the last word of this sentence is [MASK] . [SEP],[CLS] spinach. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,cause,effect,boring,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] effect. the last word of this sentence is [MASK] . [SEP],[CLS] boring. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,cause,picket,pounce,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] picket. the last word of this sentence is [MASK] . [SEP],[CLS] pounce. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,cautious,careful,cyclone,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] careful. the last word of this sentence is [MASK] . [SEP],[CLS] cyclone. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,cautious,discreet,goodness,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] discreet. the last word of this sentence is [MASK] . [SEP],[CLS] goodness. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,cave,cavern,tomb,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] cavern. the last word of this sentence is [MASK] . [SEP],[CLS] tomb. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,cave,cavity,blocks,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] cavity. the last word of this sentence is [MASK] . [SEP],[CLS] blocks. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,cell,sickle,issue,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] sickle. the last word of this sentence is [MASK] . [SEP],[CLS] issue. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,cell,brain,snail,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] brain. the last word of this sentence is [MASK] . [SEP],[CLS] snail. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,center,middle,slurp,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] middle. the last word of this sentence is [MASK] . [SEP],[CLS] slurp. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,center,central,romance,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] central. the last word of this sentence is [MASK] . [SEP],[CLS] romance. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,cereal,fiber,official,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] fiber. the last word of this sentence is [MASK] . [SEP],[CLS] official. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,cereal,breakfast,rearrange,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] breakfast. the last word of this sentence is [MASK] . [SEP],[CLS] rearrange. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,ceremony,ritual,careful,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] ritual. the last word of this sentence is [MASK] . [SEP],[CLS] careful. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,ceremony,graduation,viking,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] graduation. the last word of this sentence is [MASK] . [SEP],[CLS] viking. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,chain,link,elements,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] link. the last word of this sentence is [MASK] . [SEP],[CLS] elements. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,chain,keys,toy,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] keys. the last word of this sentence is [MASK] . [SEP],[CLS] toy. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,chair,recliner,gravel,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] recliner. the last word of this sentence is [MASK] . [SEP],[CLS] gravel. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,chair,lawn,anisette,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] lawn. the last word of this sentence is [MASK] . [SEP],[CLS] anisette. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,chalk,blackboard,pitchfork,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] blackboard. the last word of this sentence is [MASK] . [SEP],[CLS] pitchfork. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,chalk,board,orchid,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] board. the last word of this sentence is [MASK] . [SEP],[CLS] orchid. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,chance,opportunity,armor,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] opportunity. the last word of this sentence is [MASK] . [SEP],[CLS] armor. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,chance,last,nuclear,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] last. the last word of this sentence is [MASK] . [SEP],[CLS] nuclear. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,change,alter,drill,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] alter. the last word of this sentence is [MASK] . [SEP],[CLS] drill. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,change,dollars,funny,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] dollars. the last word of this sentence is [MASK] . [SEP],[CLS] funny. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,chaos,havoc,bubble,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] havoc. the last word of this sentence is [MASK] . [SEP],[CLS] bubble. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,chaos,anarchy,pushy,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] anarchy. the last word of this sentence is [MASK] . [SEP],[CLS] pushy. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,cheap,expensive,prepare,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] expensive. the last word of this sentence is [MASK] . [SEP],[CLS] prepare. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,cheap,expense,travel,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] expense. the last word of this sentence is [MASK] . [SEP],[CLS] travel. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,cheat,affair,opener,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] affair. the last word of this sentence is [MASK] . [SEP],[CLS] opener. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,cheat,betray,eraser,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] betray. the last word of this sentence is [MASK] . [SEP],[CLS] eraser. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,check,mark,prestige,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] mark. the last word of this sentence is [MASK] . [SEP],[CLS] prestige. the last word of this sentence is [MASK] . [SEP]
open_class,neutral,check,pay,vanilla,[CLS] the last word of this sentence is [MASK] . [SEP],[CLS] pay. the last word of this sentence is [MASK] . [SEP],[CLS] vanilla. the last word of this sentence is [MASK] . [SEP]
